iteration,state,rewards,count
4877,[1 1 0 1 0 0 0 0 0 1 0 1],"{0: '5.854275741710297', 1: '5.833333333333334'}",23
4923,[1 1 0 0 1 0 0 0 1 0 0 0],"{0: '6.69284467713787', 1: '6.666666666666666'}",46
4967,[1 0 1 0 1 0 1 0 1 0 0 1],"{0: '5.005235602094241', 1: '5.0'}",44
4996,[1 0 0 0 0 1 1 0 0 1 0 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",29
5012,[1 0 1 1 0 0 0 0 0 0 1 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",16
5081,[1 1 1 1 1 1 1 0 1 1 0 1],"{0: '1.6719022687609073', 1: '1.6666666666666665'}",69
5106,[1 0 0 0 1 0 0 1 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",25
5119,[1 0 0 1 0 1 0 0 0 0 1 0],"{0: '6.69284467713787', 1: '6.666666666666666'}",13
5147,[1 0 1 1 0 1 0 0 1 0 0 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",28
5153,[1 1 0 0 0 1 0 1 0 0 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",6
5170,[1 1 0 1 0 0 1 0 1 0 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",17
5221,[1 0 0 0 0 1 0 1 1 1 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",51
5241,[1 1 0 0 0 0 0 1 0 0 1 0],"{0: '6.698080279232111', 1: '6.666666666666666'}",20
5292,[1 1 0 0 1 1 1 0 1 0 1 0],"{0: '4.171902268760908', 1: '4.166666666666667'}",51
5297,[1 1 0 0 0 0 0 0 0 1 0 1],"{0: '6.708551483420592', 1: '6.666666666666666'}",5
5317,[1 0 0 1 1 0 0 0 1 0 0 0],"{0: '6.698080279232111', 1: '6.666666666666666'}",20
5343,[1 1 0 0 0 0 0 0 0 1 1 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",26
5405,[1 0 1 1 1 1 0 0 0 0 1 1],"{0: '4.171902268760908', 1: '4.166666666666667'}",62
5410,[1 1 0 0 0 0 0 0 0 1 1 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",5
5431,[1 0 0 1 0 0 0 1 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",21
5496,[1 0 0 1 0 1 1 1 1 0 1 0],"{0: '4.171902268760908', 1: '4.166666666666667'}",65
5511,[1 1 1 0 0 0 0 0 0 0 1 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",15
5523,[1 1 0 1 0 0 0 0 0 0 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",12
5546,[1 1 0 0 1 0 0 1 0 0 1 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",23
5578,[1 0 0 1 1 0 0 0 1 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",32
5595,[1 0 1 0 1 0 0 1 0 0 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",17
5633,[1 0 0 0 1 1 1 0 0 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",38
5645,[1 0 1 0 0 1 0 0 0 1 0 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",12
5656,[1 1 0 0 1 0 0 0 0 0 1 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",11
5685,[1 0 0 0 0 1 0 0 0 0 1 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",29
5713,[1 0 0 0 0 0 0 1 1 0 1 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",28
5777,[1 1 1 0 0 0 0 0 0 1 0 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",64
