iteration,state,rewards,count
2982,[0 1 0 0 0 1 0 0 0 1 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",30
2987,[1 1 0 0 0 1 1 0 0 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",5
3016,[0 1 0 1 1 0 1 0 0 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",29
3021,[1 1 0 0 0 0 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",5
3039,[0 1 1 0 0 0 1 1 0 1 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",18
3054,[1 1 0 0 0 0 0 0 0 1 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",15
3080,[0 1 0 0 0 0 1 1 0 0 0 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",26
3093,[0 1 0 0 1 0 0 0 0 0 0 1],"{0: '7.520942408376963', 1: '7.5'}",13
3167,[0 1 1 1 0 1 0 0 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",74
3183,[1 1 0 0 0 0 0 1 0 0 0 0],"{0: '7.5', 1: '7.5'}",16
3203,[1 1 1 0 0 0 0 0 1 0 1 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",20
3235,[0 1 0 0 0 0 1 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",32
3255,[0 1 0 1 1 0 0 0 1 1 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",20
3268,[1 1 0 0 0 0 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",13
3286,[1 1 1 0 0 1 0 0 1 0 0 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",18
3301,[1 1 1 0 0 0 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",15
3329,[1 1 0 1 0 0 0 0 0 0 1 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",28
3333,[0 1 0 0 1 0 0 1 0 0 1 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",4
3349,[1 1 0 1 0 0 1 0 0 0 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",16
3360,[0 1 0 1 0 1 0 0 0 0 0 0],"{0: '7.5', 1: '7.5'}",11
3390,[0 1 0 0 0 1 0 0 0 1 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",30
3395,[0 1 1 0 0 1 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",5
3400,[0 1 0 1 0 0 0 0 0 1 0 0],"{0: '7.515706806282722', 1: '7.5'}",5
3423,[0 1 1 0 0 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",23
3432,[0 1 0 0 0 1 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",9
3449,[0 1 0 0 1 0 0 1 0 0 0 0],"{0: '7.520942408376963', 1: '7.5'}",17
3462,[0 1 0 1 1 0 0 0 1 1 0 0],"{0: '5.854275741710297', 1: '5.833333333333334'}",13
3474,[0 1 0 1 0 0 0 0 0 1 0 0],"{0: '7.515706806282722', 1: '7.5'}",12
3490,[1 1 0 0 0 0 1 0 0 0 1 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",16
3518,[1 1 0 0 0 0 0 1 0 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",28
3522,[0 1 0 0 0 1 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",4
3549,[0 1 0 0 1 1 1 1 1 0 0 0],"{0: '5.005235602094241', 1: '5.0'}",27
3577,[0 1 0 0 1 0 1 0 0 1 1 1],"{0: '5.005235602094241', 1: '5.0'}",28
3583,[0 1 1 0 0 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",6
3600,[0 1 0 0 0 0 0 0 0 1 1 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",17
3621,[0 1 0 1 0 0 0 0 0 1 1 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",21
3633,[0 1 0 0 0 0 1 0 1 0 0 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",12
3646,[0 1 0 0 0 0 0 0 0 1 0 1],"{0: '7.5', 1: '7.5'}",13
3667,[0 1 0 0 1 1 0 1 0 0 0 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",21
3696,[1 1 0 0 1 0 0 0 1 0 0 1],"{0: '5.854275741710297', 1: '5.833333333333334'}",29
3718,[0 1 0 0 1 0 0 0 1 0 1 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",22
3740,[0 1 1 0 0 0 0 1 0 1 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",22
3786,[0 1 0 0 0 1 0 1 0 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",46
3811,[0 1 1 0 0 0 0 1 1 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",25
3814,[0 1 0 0 0 0 0 0 0 1 0 1],"{0: '7.515706806282722', 1: '7.5'}",3
3836,[1 1 0 0 0 0 1 1 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",22
3862,[1 1 0 1 1 0 0 0 0 0 0 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",26
3884,[0 1 0 0 0 1 1 0 1 0 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",22
3961,[0 1 1 0 1 0 0 1 0 0 1 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",77
3964,[0 1 0 0 0 1 0 1 0 0 0 0],"{0: '7.5', 1: '7.5'}",3
3994,[0 1 0 0 0 0 0 0 1 0 1 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",30
4008,[0 1 0 0 0 0 1 0 1 0 1 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",14
4047,[1 1 1 0 1 1 0 0 1 1 0 0],"{0: '4.171902268760908', 1: '4.166666666666667'}",39
4081,[0 1 1 1 0 1 0 0 0 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",34
4103,[1 1 0 0 0 0 1 0 0 1 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",22
4122,[0 1 0 0 0 0 1 1 0 1 1 0],"{0: '5.833333333333334', 1: '5.833333333333334'}",19
4125,[0 1 1 0 1 0 1 1 0 0 0 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",3
4137,[0 1 1 0 0 0 1 0 0 1 0 1],"{0: '5.833333333333334', 1: '5.833333333333334'}",12
4142,[1 1 0 0 0 0 0 0 0 1 1 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",5
4153,[0 1 0 0 0 1 0 1 0 0 0 0],"{0: '7.5', 1: '7.5'}",11
4157,[0 1 0 0 0 0 0 0 1 0 0 1],"{0: '7.520942408376963', 1: '7.5'}",4
4169,[0 1 0 0 0 0 0 0 0 1 0 1],"{0: '7.5', 1: '7.5'}",12
4183,[1 1 0 0 0 0 0 1 0 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",14
4197,[1 1 0 0 0 1 0 0 0 0 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",14
