iteration,state,rewards,count
3595,[0 0 0 0 1 0 0 1 0 1 0 0],"{0: '7.505235602094241', 1: '7.5'}",24
3603,[0 0 0 0 1 1 0 0 0 1 0 0],"{0: '7.510471204188482', 1: '7.5'}",8
3619,[0 0 0 0 1 0 0 0 0 1 1 0],"{0: '7.510471204188482', 1: '7.5'}",16
3635,[1 0 0 0 1 1 1 0 0 1 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",16
3654,[0 0 1 0 1 0 0 0 1 0 0 0],"{0: '7.5', 1: '7.5'}",19
3659,[0 0 1 0 1 0 0 0 0 0 1 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",5
3663,[0 0 0 0 1 1 0 0 1 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",4
3675,[0 0 0 0 1 1 0 1 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",12
3711,[1 0 0 1 1 0 1 0 0 0 1 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",36
3724,[0 0 0 0 1 0 1 0 1 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",13
3727,[0 0 1 0 1 0 0 1 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",3
3735,[0 0 1 0 1 1 0 0 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",8
3738,[0 0 0 0 1 0 0 1 1 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",3
3758,[0 0 0 1 1 1 0 0 0 0 0 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",20
