iteration,state,rewards,count
2181,[1 0 0 0 0 2 2 2],"{0: '4.181426814268143', 1: '4.166666666666667'}",20
2184,[0 0 1 0 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",3
2189,[0 2 0 0 2 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",5
2194,[0 2 0 0 0 0 1 0],"{0: '7.514760147601476', 1: '7.5'}",5
2212,[0 1 0 0 0 2 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",18
2217,[0 0 0 0 2 2 2 0],"{0: '5.014760147601476', 1: '5.0'}",5
2224,[0 0 0 0 0 2 2 2],"{0: '5.014760147601476', 1: '5.0'}",7
2231,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",7
2243,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",12
2254,[0 2 0 0 2 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",11
2274,[0 0 0 2 0 1 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",20
2284,[0 0 0 0 2 2 2 0],"{0: '5.014760147601476', 1: '5.0'}",10
2291,[0 0 0 0 1 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",7
2292,[0 0 0 0 0 1 2 0],"{0: '8.5', 1: '7.5'}",1
2298,[2 0 0 0 0 2 2 0],"{0: '5.014760147601476', 1: '5.0'}",6
2305,[0 0 1 0 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",7
2312,[0 2 0 1 0 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",7
2316,[0 0 0 0 1 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",4
2317,[0 0 0 0 0 1 2 0],"{0: '8.5', 1: '7.5'}",1
2324,[0 0 0 1 0 0 2 0],"{0: '7.514760147601476', 1: '7.5'}",7
2342,[0 0 2 2 0 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",18
2352,[0 2 0 0 0 0 1 0],"{0: '7.514760147601476', 1: '7.5'}",10
2357,[0 0 0 0 0 2 1 0],"{0: '7.514760147601476', 1: '7.5'}",5
2365,[0 1 0 0 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",8
2380,[0 0 0 0 0 0 2 1],"{0: '7.514760147601476', 1: '7.5'}",15
2383,[2 0 0 0 1 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",3
2395,[0 0 0 2 0 0 2 2],"{0: '5.014760147601476', 1: '5.0'}",12
2397,[0 0 0 0 0 1 2 0],"{0: '7.592250922509225', 1: '7.5'}",2
2413,[2 0 0 0 0 1 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",16
